では	接続詞,*,*,*,*,*,では,デハ,デワ,i
、	記号,読点,*,*,*,*,、,、,、,s
ゴルフ	名詞,一般,*,*,*,*,ゴルフ,ゴルフ,ゴルフ,s
やる	動詞,自立,*,*,五段・ラ行,基本形,やる,ヤル,ヤル,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
バッグ	名詞,接尾,助数詞,*,*,*,バッグ,バッグ,バッグ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
入れ	動詞,自立,*,*,一段,連用形,入れる,イレ,イレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
っ	感動詞,*,*,*,*,*,っ,ッ,ッ,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
ちゃう	動詞,自立,*,*,五段・特殊,基本形,ちゃう,チャウ,チャウ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
両	接頭詞,名詞接続,*,*,*,*,両,リョウ,リョー,s
肩	名詞,一般,*,*,*,*,肩,カタ,カタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
二人	名詞,一般,*,*,*,*,二人,フタリ,フタリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
バッグ	名詞,一般,*,*,*,*,バッグ,バッグ,バッグ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
担い	動詞,自立,*,*,五段・ガ行,連用タ接続,担ぐ,カツイ,カツイ,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
右	名詞,一般,*,*,*,*,右,ミギ,ミギ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
バッグ	名詞,一般,*,*,*,*,バッグ,バッグ,バッグ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
左	名詞,一般,*,*,*,*,左,ヒダリ,ヒダリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
打っ	動詞,自立,*,*,五段・タ行,連用タ接続,打つ,ウッ,ウッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
後	名詞,副詞可能,*,*,*,*,後,アト,アト,s
追って	接続詞,*,*,*,*,*,追って,オッテ,オッテ,s
バッグ	名詞,一般,*,*,*,*,バッグ,バッグ,バッグ,s
担い	動詞,自立,*,*,五段・ガ行,連用タ接続,担ぐ,カツイ,カツイ,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
左	名詞,一般,*,*,*,*,左,ヒダリ,ヒダリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
バッグ	名詞,一般,*,*,*,*,バッグ,バッグ,バッグ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
右	名詞,一般,*,*,*,*,右,ミギ,ミギ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
飛ばす	動詞,自立,*,*,五段・サ行,基本形,飛ばす,トバス,トバス,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
そっち	名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ,s
向い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,向く,ムイ,ムイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
また	副詞,助詞類接続,*,*,*,*,また,マタ,マタ,s
走ら	動詞,自立,*,*,五段・ラ行,未然形,走る,ハシラ,ハシラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
なん	動詞,非自立,*,*,五段・ラ行,未然形・縮約形,なら＋ん,ナン,ナン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
ヒーヒー	副詞,一般,*,*,*,*,ヒーヒー,ヒーヒー,ヒーヒー,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
、	記号,読点,*,*,*,*,、,、,、,s
大変	名詞,形容動詞語幹,*,*,*,*,大変,タイヘン,タイヘン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あんなん	名詞,一般,副詞可能,*,*,*,あんなん,アンナン,アンナン,s
かなん	感動詞,*,*,*,*,*,かなん,カナン,カナン,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
せえ	動詞,自立,*,*,サ変・スル,命令k,する,セエ,セー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,ユワ,ユワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
かなん	感動詞,*,*,*,*,*,かなん,カナン,カナン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
ゴルフ	名詞,一般,*,*,*,*,ゴルフ,ゴルフ,ゴルフ,i
場	名詞,接尾,一般,*,*,*,場,ジョウ,ジョー,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
打ちっぱなし	名詞,一般,*,*,*,*,打ちっぱなし,ウチッパナシ,ウチッパナシ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
、	記号,読点,*,*,*,*,、,、,、,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
そっち	名詞,代名詞,一般,*,*,*,そっち,ソッチ,ソッチ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
バイト	名詞,一般,*,*,*,*,バイト,バイト,バイト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,i
楽	名詞,形容動詞語幹,*,*,*,*,楽,ラク,ラク,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
打っ	動詞,自立,*,*,五段・タ行,連用タ接続,打つ,ウッ,ウッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
穴	名詞,一般,*,*,*,*,穴,アナ,アナ,s
空く	動詞,自立,*,*,五段・カ行イ音便,基本形,空く,アク,アク,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
ほしたら	接続詞,*,*,*,*,*,ほしたら,ホシタラ,ホシタラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ゴルフ	名詞,一般,*,*,*,*,ゴルフ,ゴルフ,ゴルフ,s
場	名詞,一般,*,*,*,*,場,バ,バ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
休み	名詞,一般,*,*,*,*,休み,ヤスミ,ヤスミ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
芝	名詞,一般,*,*,*,*,芝,シバ,シバ,s
埋めん	動詞,自立,*,*,一段撥音便,基本形,埋める,ウメン,ウメン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
きつかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,きつい,キツカッ,キツカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
お金	名詞,一般,*,*,*,*,お金,オカネ,オカネ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
代わり	名詞,一般,*,*,*,*,代わり,カワリ,カワリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おもろかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,おもろい,オモロカッ,オモロカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
バイク	名詞,一般,*,*,*,*,バイク,バイク,バイク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
ツーリング	名詞,サ変接続,*,*,*,*,ツーリング,ツーリング,ツーリング,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行く	動詞,非自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
おもろかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,おもろい,オモロカッ,オモロカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
バッグ	名詞,一般,*,*,*,*,バッグ,バッグ,バッグ,s
二つ	名詞,一般,*,*,*,*,二つ,フタツ,フタツ,s
さげ	動詞,自立,*,*,一段,連用形,さげる,サゲ,サゲ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
右	名詞,一般,*,*,*,*,右,ミギ,ミギ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
左	名詞,一般,*,*,*,*,左,ヒダリ,ヒダリ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
かなん	感動詞,*,*,*,*,*,かなん,カナン,カナン,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
危ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,危ない,アブナイ,アブナイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
バイク	名詞,一般,*,*,*,*,バイク,バイク,バイク,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
免許	名詞,サ変接続,*,*,*,*,免許,メンキョ,メンキョ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
いつ	名詞,代名詞,一般,*,*,*,いつ,イツ,イツ,i
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
バイク	名詞,一般,*,*,*,*,バイク,バイク,バイク,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
免許	名詞,サ変接続,*,*,*,*,免許,メンキョ,メンキョ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
当時	名詞,副詞可能,*,*,*,*,当時,トウジ,トージ,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
とれ	動詞,自立,*,*,一段,連用形,とれる,トレ,トレ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
へ	助詞,格助詞,一般,*,*,*,へ,ヘ,エ,s
乗っ	動詞,自立,*,*,五段・ラ行,連用タ接続,乗る,ノッ,ノッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いっ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
隠れ	動詞,自立,*,*,一段,連用形,隠れる,カクレ,カクレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
乗っ	動詞,自立,*,*,五段・ラ行,連用タ接続,乗る,ノッ,ノッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行っ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
知っ	動詞,自立,*,*,五段・ラ行,連用タ接続,知る,シッ,シッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
っ	感動詞,*,*,*,*,*,っ,ッ,ッ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
誰	名詞,代名詞,一般,*,*,*,誰,ダレ,ダレ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,言う,ユウ,ユー,s
もん	名詞,非自立,一般,*,*,*,もん,モン,モン,s
居	動詞,自立,*,*,一段,連用形,居る,イ,イ,s
や	助詞,終助詞,*,*,*,*,や,ヤ,ヤ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
駐車	名詞,サ変接続,*,*,*,*,駐車,チュウシャ,チューシャ,s
場	名詞,一般,*,*,*,*,場,バ,バ,s
あら	動詞,自立,*,*,五段・ラ行,未然形,ある,アラ,アラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
近所	名詞,一般,*,*,*,*,近所,キンジョ,キンジョ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
おばさん	名詞,一般,*,*,*,*,おばさん,オバサン,オバサン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
頼み込ん	動詞,自立,*,*,五段・マ行,連用タ接続,頼み込む,タノミコン,タノミコン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
そこで	接続詞,*,*,*,*,*,そこで,ソコデ,ソコデ,s
置か	動詞,自立,*,*,五段・カ行イ音便,未然形,置く,オカ,オカ,s
し	動詞,接尾,*,*,五段・サ行,連用形,す,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もう	動詞,非自立,*,*,五段・ワ行ウ音便,連用タ接続・縮約形,もらう,モウ,モー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
いつ	名詞,代名詞,一般,*,*,*,いつ,イツ,イツ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
笑顔	名詞,一般,*,*,*,*,笑顔,エガオ,エガオ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
かまへん	感動詞,*,*,*,*,*,かまへん,カマヘン,カマヘン,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,言う,ユッ,ユッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
言う	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,言う,ユウ,ユー,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
、	記号,読点,*,*,*,*,、,、,、,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
校則	名詞,一般,*,*,*,*,校則,コウソク,コーソク,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
乗っ	動詞,自立,*,*,五段・ラ行,連用タ接続,乗る,ノッ,ノッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
来	動詞,非自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
僕ら	名詞,代名詞,一般,*,*,*,僕ら,ボクラ,ボクラ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
、	記号,読点,*,*,*,*,、,、,、,i
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
免許	名詞,サ変接続,*,*,*,*,免許,メンキョ,メンキョ,i
とっ	動詞,自立,*,*,五段・ラ行,連用タ接続,とる,トッ,トッ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,i
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
、	記号,読点,*,*,*,*,、,、,、,i
とり	動詞,自立,*,*,五段・ラ行,連用形,とる,トリ,トリ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
いっ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
