はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
ワシントン	名詞,固有名詞,地域,一般,*,*,ワシントン,ワシントン,ワシントン,i
州	名詞,接尾,地域,*,*,*,州,シュウ,シュー,i
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
でし	助動詞,*,*,*,特殊・デス,連用形,です,デシ,デシ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
はー	感動詞,*,*,*,*,*,はー,ハア,ハー,s
、	記号,読点,*,*,*,*,、,、,、,s
難しい	形容詞,自立,*,*,形容詞・イ段,基本形,難しい,ムズカシイ,ムズカシイ,s
質問	名詞,サ変接続,*,*,*,*,質問,シツモン,シツモン,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
出張	名詞,サ変接続,*,*,*,*,出張,シュッチョウ,シュッチョー,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,i
遊び	名詞,一般,*,*,*,*,遊び,アソビ,アソビ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
ところ	名詞,非自立,副詞可能,*,*,*,ところ,トコロ,トコロ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
含め	動詞,自立,*,*,一段,連用形,含める,フクメ,フクメ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
まぁ	感動詞,*,*,*,*,*,まぁ,マァ,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
街	名詞,一般,*,*,*,*,街,マチ,マチ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
サンディエゴ	名詞,固有名詞,地域,一般,*,*,サンディエゴ,サンディエゴ,サンディエゴ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
サンフランシスコ	名詞,固有名詞,地域,一般,*,*,サンフランシスコ,サンフランシスコ,サンフランシスコ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
西海岸	名詞,一般,*,*,*,*,西海岸,ニシカイガン,ニシカイガン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
気候	名詞,一般,*,*,*,*,気候,キコウ,キコー,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
非常	名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
いい	形容詞,非自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
と	助詞,並立助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
特に	副詞,一般,*,*,*,*,特に,トクニ,トクニ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
サンディエゴ	名詞,固有名詞,地域,一般,*,*,サンディエゴ,サンディエゴ,サンディエゴ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
メキシコ	名詞,固有名詞,地域,一般,*,*,メキシコ,メキシコ,メキシコ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
近い	形容詞,自立,*,*,形容詞・アウオ段,基本形,近い,チカイ,チカイ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
ラテン	名詞,一般,*,*,*,*,ラテン,ラテン,ラテン,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
雰囲気	名詞,一般,*,*,*,*,雰囲気,フンイキ,フンイキ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
非常	名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
街並み	名詞,一般,*,*,*,*,街並み,マチナミ,マチナミ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
きれい	名詞,形容動詞語幹,*,*,*,*,きれい,キレイ,キレイ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
サンフランシスコ	名詞,固有名詞,地域,一般,*,*,サンフランシスコ,サンフランシスコ,サンフランシスコ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
もちろん	副詞,一般,*,*,*,*,もちろん,モチロン,モチロン,s
西海岸	名詞,一般,*,*,*,*,西海岸,ニシカイガン,ニシカイガン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
ウォーター	名詞,一般,*,*,*,*,ウォーター,ウォーター,ウォーター,s
フロント	名詞,一般,*,*,*,*,フロント,フロント,フロント,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
非常	名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
発達	名詞,サ変接続,*,*,*,*,発達,ハッタツ,ハッタツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
神戸	名詞,固有名詞,地域,一般,*,*,神戸,コウベ,コーベ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ウォーター	名詞,一般,*,*,*,*,ウォーター,ウォーター,ウォーター,s
フロント	名詞,一般,*,*,*,*,フロント,フロント,フロント,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
非常	名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
大事	名詞,形容動詞語幹,*,*,*,*,大事,ダイジ,ダイジ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
せ	動詞,自立,*,*,サ変・スル,未然形特殊,する,セ,セ,s
な	助動詞,*,*,*,特殊・ナイ,仮定形・縮約形,な,ナ,ナ,s
あか	動詞,非自立,*,*,五段・カ行イ音便,未然形,あく,アカ,アカ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
のん	名詞,非自立,一般,*,*,*,のん,ノン,ノン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
サンフランシスコ	名詞,固有名詞,地域,一般,*,*,サンフランシスコ,サンフランシスコ,サンフランシスコ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
神戸	名詞,固有名詞,地域,一般,*,*,神戸,コウベ,コーベ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
街	名詞,一般,*,*,*,*,街,マチ,マチ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
こない	副詞,一般,*,*,*,*,こない,コナイ,コナイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
なぁ	助詞,終助詞,*,*,*,*,なぁ,ナァ,ナー,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
アイデア	名詞,一般,*,*,*,*,アイデア,アイデア,アイデア,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
浮かん	動詞,自立,*,*,五段・バ行,連用タ接続,浮かぶ,ウカン,ウカン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
くる	動詞,非自立,*,*,カ変・クル,基本形,くる,クル,クル,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
非常	名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
アメリカ	名詞,固有名詞,地域,一般,*,*,アメリカ,アメリカ,アメリカ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
国	名詞,一般,*,*,*,*,国,クニ,クニ,i
、	記号,読点,*,*,*,*,、,、,、,i
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
国	名詞,一般,*,*,*,*,国,クニ,クニ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
と	助詞,格助詞,引用,*,*,*,と,ト,ト,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
、	記号,読点,*,*,*,*,、,、,、,i
国	名詞,一般,*,*,*,*,国,クニ,クニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
国	名詞,一般,*,*,*,*,国,クニ,クニ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
国	名詞,一般,*,*,*,*,国,クニ,クニ,s
、	記号,読点,*,*,*,*,、,、,、,s
今回	名詞,副詞可能,*,*,*,*,今回,コンカイ,コンカイ,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
国	名詞,一般,*,*,*,*,国,クニ,クニ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
パリ	名詞,固有名詞,地域,一般,*,*,パリ,パリ,パリ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
良かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,良い,ヨカッ,ヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
、	記号,読点,*,*,*,*,、,、,、,s
あんまり	副詞,助詞類接続,*,*,*,*,あんまり,アンマリ,アンマリ,s
期待	名詞,サ変接続,*,*,*,*,期待,キタイ,キタイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
ま	感動詞,*,*,*,*,*,ま,マ,マ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,s
フランス	名詞,固有名詞,地域,一般,*,*,フランス,フランス,フランス,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
英語	名詞,一般,*,*,*,*,英語,エイゴ,エイゴ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
返せ	動詞,自立,*,*,一段,未然形,返せる,カエセ,カエセ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
聞い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,聞く,キイ,キイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,s
、	記号,読点,*,*,*,*,、,、,、,s
まぁ	感動詞,*,*,*,*,*,まぁ,マァ,マー,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
英語	名詞,一般,*,*,*,*,英語,エイゴ,エイゴ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
通じ	動詞,自立,*,*,一段,連用形,通じる,ツウジ,ツージ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
街	名詞,一般,*,*,*,*,街,マチ,マチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
重み	名詞,一般,*,*,*,*,重み,オモミ,オモミ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
歴史	名詞,一般,*,*,*,*,歴史,レキシ,レキシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
街	名詞,一般,*,*,*,*,街,マチ,マチ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
落ち着い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,落ち着く,オチツイ,オチツイ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いる	動詞,非自立,*,*,一段,基本形,いる,イル,イル,s
非常	名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
建物	名詞,一般,*,*,*,*,建物,タテモノ,タテモノ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
高	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,高い,タカ,タカ,s
さ	名詞,接尾,特殊,*,*,*,さ,サ,サ,s
制限	名詞,サ変接続,*,*,*,*,制限,セイゲン,セイゲン,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
非常	名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
街並み	名詞,一般,*,*,*,*,街並み,マチナミ,マチナミ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
きれい	名詞,形容動詞語幹,*,*,*,*,きれい,キレイ,キレイ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
歴史	名詞,一般,*,*,*,*,歴史,レキシ,レキシ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
感じる	動詞,自立,*,*,一段,基本形,感じる,カンジル,カンジル,s
街	名詞,一般,*,*,*,*,街,マチ,マチ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ドシッと	副詞,一般,*,*,*,*,ドシッと,ドシット,ドシット,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
なか	名詞,非自立,副詞可能,*,*,*,なか,ナカ,ナカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
落ち着き	名詞,一般,*,*,*,*,落ち着き,オチツキ,オチツキ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
言う	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
街	名詞,一般,*,*,*,*,街,マチ,マチ,s
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
非常	名詞,形容動詞語幹,*,*,*,*,非常,ヒジョウ,ヒジョー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,s
街	名詞,一般,*,*,*,*,街,マチ,マチ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
