お願い	名詞,サ変接続,*,*,*,*,お願い,オネガイ,オネガイ,i
日間	名詞,接尾,助数詞,*,*,*,日間,ニチカン,ニチカン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
五	名詞,数,*,*,*,*,五,ゴ,ゴ,i
限	名詞,接尾,助数詞,*,*,*,限,ゲン,ゲン,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,i
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,s
今日	名詞,副詞可能,*,*,*,*,今日,キョウ,キョー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
映画	名詞,一般,*,*,*,*,映画,エイガ,エイガ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
つもり	名詞,非自立,一般,*,*,*,つもり,ツモリ,ツモリ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
映画	名詞,一般,*,*,*,*,映画,エイガ,エイガ,i
見る	動詞,自立,*,*,一段,基本形,見る,ミル,ミル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
コナン	名詞,固有名詞,人名,名,*,*,コナン,コナン,コナン,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
コナン	名詞,固有名詞,人名,名,*,*,コナン,コナン,コナン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
コナン	名詞,固有名詞,人名,名,*,*,コナン,コナン,コナン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
えーと	フィラー,*,*,*,*,*,えーと,エート,エート,i
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,i
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ずーっと	副詞,一般,*,*,*,*,ずーっと,ズーット,ズーット,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
十	名詞,数,*,*,*,*,十,ジュウ,ジュー,i
何	名詞,数,*,*,*,*,何,ナン,ナン,i
個	名詞,接尾,助数詞,*,*,*,個,コ,コ,i
目	名詞,接尾,一般,*,*,*,目,メ,メ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
映画	名詞,一般,*,*,*,*,映画,エイガ,エイガ,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ,i
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思い	動詞,自立,*,*,五段・ワ行促音便,連用形,思う,オモイ,オモイ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃ	接続詞,*,*,*,*,*,じゃ,ジャ,ジャ,i
、	記号,読点,*,*,*,*,、,、,、,i
アニメ	名詞,一般,*,*,*,*,アニメ,アニメ,アニメ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
コナン	名詞,固有名詞,人名,名,*,*,コナン,コナン,コナン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
一応	副詞,助詞類接続,*,*,*,*,一応,イチオウ,イチオー,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
頃	名詞,非自立,副詞可能,*,*,*,頃,コロ,コロ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
小学生	名詞,一般,*,*,*,*,小学生,ショウガクセイ,ショーガクセイ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
懐かしい	形容詞,自立,*,*,形容詞・イ段,基本形,懐かしい,ナツカシイ,ナツカシイ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
毎年	名詞,副詞可能,*,*,*,*,毎年,マイトシ,マイトシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
それも	接続詞,*,*,*,*,*,それも,ソレモ,ソレモ,s
映画館	名詞,一般,*,*,*,*,映画館,エイガカン,エイガカン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
予定	名詞,サ変接続,*,*,*,*,予定,ヨテイ,ヨテイ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
、	記号,読点,*,*,*,*,、,、,、,i
えーと	フィラー,*,*,*,*,*,えーと,エート,エート,i
、	記号,読点,*,*,*,*,、,、,、,i
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
中国語	名詞,一般,*,*,*,*,中国語,チュウゴクゴ,チューゴクゴ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
、	記号,読点,*,*,*,*,、,、,、,s
日本語	名詞,一般,*,*,*,*,日本語,ニホンゴ,ニホンゴ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
下	名詞,一般,*,*,*,*,下,シタ,シタ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
字幕	名詞,一般,*,*,*,*,字幕,ジマク,ジマク,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
字幕	名詞,一般,*,*,*,*,字幕,ジマク,ジマク,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
付い	動詞,自立,*,*,五段・カ行イ音便,連用タ接続,付く,ツイ,ツイ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
やつ	名詞,代名詞,一般,*,*,*,やつ,ヤツ,ヤツ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
はまっ	動詞,自立,*,*,五段・ラ行,連用タ接続,はまる,ハマッ,ハマッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,s
、	記号,読点,*,*,*,*,、,、,、,s
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
ペット	名詞,一般,*,*,*,*,ペット,ペット,ペット,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
動物	名詞,一般,*,*,*,*,動物,ドウブツ,ドーブツ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
猫	名詞,一般,*,*,*,*,猫,ネコ,ネコ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
猫	名詞,一般,*,*,*,*,猫,ネコ,ネコ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
飼っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,飼う,カッ,カッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
い	動詞,非自立,*,*,一段,連用形,いる,イ,イ,s
ます	助動詞,*,*,*,特殊・マス,基本形,ます,マス,マス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えーと	フィラー,*,*,*,*,*,えーと,エート,エート,i
、	記号,読点,*,*,*,*,、,、,、,i
猫	名詞,一般,*,*,*,*,猫,ネコ,ネコ,i
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
猫	名詞,一般,*,*,*,*,猫,ネコ,ネコ,s
以外	名詞,非自立,副詞可能,*,*,*,以外,イガイ,イガイ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
好き	名詞,形容動詞語幹,*,*,*,*,好き,スキ,スキ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
にとって	助詞,格助詞,連語,*,*,*,にとって,ニトッテ,ニトッテ,s
多分	副詞,一般,*,*,*,*,多分,タブン,タブン,s
猫	名詞,一般,*,*,*,*,猫,ネコ,ネコ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
飼う	動詞,自立,*,*,五段・ワ行促音便,基本形,飼う,カウ,カウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
適切	名詞,形容動詞語幹,*,*,*,*,適切,テキセツ,テキセツ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
適切	名詞,一般,*,*,*,*,適切,テキセツ,テキセツ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
、	記号,読点,*,*,*,*,、,、,、,s
犬	名詞,一般,*,*,*,*,犬,イヌ,イヌ,s
だっ	助動詞,*,*,*,特殊・ダ,連用タ接続,だ,ダッ,ダッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
あのー	フィラー,*,*,*,*,*,あのー,アノー,アノー,s
散歩	名詞,サ変接続,*,*,*,*,散歩,サンポ,サンポ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
連れ	動詞,自立,*,*,一段,連用形,連れる,ツレ,ツレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
行か	動詞,非自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
いけ	動詞,非自立,*,*,五段・カ行促音便,未然形・母音調和,いく,イケ,イケ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
猫	名詞,一般,*,*,*,*,猫,ネコ,ネコ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
一	名詞,数,*,*,*,*,一,イチ,イチ,s
日	名詞,接尾,助数詞,*,*,*,日,ニチ,ニチ,s
餌	名詞,一般,*,*,*,*,餌,エサ,エサ,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
与え	動詞,自立,*,*,一段,連用形,与える,アタエ,アタエ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
大丈夫	名詞,形容動詞語幹,*,*,*,*,大丈夫,ダイジョウブ,ダイジョーブ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
放ったらかし	名詞,一般,*,*,*,*,放ったらかし,ホッタラカシ,ホッタラカシ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
出来る	動詞,自立,*,*,一段,基本形,出来る,デキル,デキル,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,i
、	記号,読点,*,*,*,*,、,、,、,i
そうか	感動詞,*,*,*,*,*,そうか,ソウカ,ソーカ,i
、	記号,読点,*,*,*,*,、,、,、,i
猫	名詞,一般,*,*,*,*,猫,ネコ,ネコ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ペット	名詞,一般,*,*,*,*,ペット,ペット,ペット,i
飼っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,飼う,カッ,カッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
中国	名詞,固有名詞,地域,国,*,*,中国,チュウゴク,チューゴク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
ハムスター	名詞,一般,*,*,*,*,ハムスター,ハムスター,ハムスター,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ハムスター	名詞,一般,*,*,*,*,ハムスター,ハムスター,ハムスター,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,i
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
一	名詞,数,*,*,*,*,一,イチ,イチ,s
匹	名詞,接尾,助数詞,*,*,*,匹,ヒキ,ヒキ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
三	名詞,数,*,*,*,*,三,サン,サン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,i
飼っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,飼う,カッ,カッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,i
小学生	名詞,一般,*,*,*,*,小学生,ショウガクセイ,ショーガクセイ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
頃	名詞,非自立,副詞可能,*,*,*,頃,コロ,コロ,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
飼っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,飼う,カッ,カッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ああ	感動詞,*,*,*,*,*,ああ,アア,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,i
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
