はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
積む	動詞,自立,*,*,五段・マ行,基本形,積む,ツム,ツム,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
システム	名詞,一般,*,*,*,*,システム,システム,システム,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
おもしろい	形容詞,自立,*,*,形容詞・アウオ段,基本形,おもしろい,オモシロイ,オモシロイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
しんどい	形容詞,自立,*,*,形容詞・アウオ段,基本形,しんどい,シンドイ,シンドイ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
宵	名詞,副詞可能,*,*,*,*,宵,ヨイ,ヨイ,s
積み	名詞,接尾,一般,*,*,*,積み,ヅミ,ズミ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
4	名詞,数,*,*,*,*,*,*,*,s
時半	名詞,接尾,助数詞,*,*,*,時半,ジハン,ジハン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
5	名詞,数,*,*,*,*,*,*,*,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
その	フィラー,*,*,*,*,*,その,ソノ,ソノ,s
まとも	名詞,一般,*,*,*,*,まとも,マトモ,マトモ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
積ま	動詞,自立,*,*,五段・マ行,未然形,積む,ツマ,ツマ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
予定	名詞,サ変接続,*,*,*,*,予定,ヨテイ,ヨテイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
より	助詞,格助詞,一般,*,*,*,より,ヨリ,ヨリ,s
積ま	動詞,自立,*,*,五段・マ行,未然形,積む,ツマ,ツマ,s
れ	動詞,接尾,*,*,一段,未然形,れる,レ,レ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
1	名詞,数,*,*,*,*,*,*,*,s
時間	名詞,接尾,助数詞,*,*,*,時間,ジカン,ジカン,s
2	名詞,数,*,*,*,*,*,*,*,s
時間	名詞,接尾,助数詞,*,*,*,時間,ジカン,ジカン,s
遅れ	動詞,自立,*,*,一段,連用形,遅れる,オクレ,オクレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
それから	接続詞,*,*,*,*,*,それから,ソレカラ,ソレカラ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
帰っ	動詞,自立,*,*,五段・ラ行,連用タ接続,帰る,カエッ,カエッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なんやかんや	副詞,助詞類接続,*,*,*,*,なんやかんや,ナンヤカンヤ,ナンヤカンヤ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
日付	名詞,一般,*,*,*,*,日付,ヒヅケ,ヒズケ,s
回る	動詞,自立,*,*,五段・ラ行,基本形,回る,マワル,マワル,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
風呂	名詞,一般,*,*,*,*,風呂,フロ,フロ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
飯	名詞,一般,*,*,*,*,飯,メシ,メシ,s
食っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,食う,クッ,クッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なんやかんや	副詞,助詞類接続,*,*,*,*,なんやかんや,ナンヤカンヤ,ナンヤカンヤ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んなら	接続詞,*,*,*,*,*,んなら,ンナラ,ンナラ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
次	名詞,一般,*,*,*,*,次,ツギ,ツギ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,s
朝	名詞,副詞可能,*,*,*,*,朝,アサ,アサ,s
4	名詞,数,*,*,*,*,*,*,*,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
5	名詞,数,*,*,*,*,*,*,*,s
時	名詞,接尾,助数詞,*,*,*,時,ジ,ジ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
でる	動詞,自立,*,*,一段,基本形,でる,デル,デル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
寝る	動詞,自立,*,*,一段,基本形,寝る,ネル,ネル,s
時間	名詞,副詞可能,*,*,*,*,時間,ジカン,ジカン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やばい	形容詞,自立,*,*,形容詞・アウオ段,基本形,やばい,ヤバイ,ヤバイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
、	記号,読点,*,*,*,*,、,、,、,s
むちゃくちゃ	名詞,形容動詞語幹,*,*,*,*,むちゃくちゃ,ムチャクチャ,ムチャクチャ,s
辛い	形容詞,自立,*,*,形容詞・アウオ段,基本形,辛い,ツライ,ツライ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
割	名詞,一般,*,*,*,*,割,ワリ,ワリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
給料	名詞,一般,*,*,*,*,給料,キュウリョウ,キューリョー,s
安い	形容詞,自立,*,*,形容詞・アウオ段,基本形,安い,ヤスイ,ヤスイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
夢	名詞,一般,*,*,*,*,夢,ユメ,ユメ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
届け	動詞,自立,*,*,一段,連用形,届ける,トドケ,トドケ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
奥さん	名詞,一般,*,*,*,*,奥さん,オクサン,オクサン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ため	名詞,非自立,副詞可能,*,*,*,ため,タメ,タメ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
キッチン	名詞,一般,*,*,*,*,キッチン,キッチン,キッチン,s
て	助詞,格助詞,引用,*,*,*,て,テ,テ,s
ゆっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,いう,イッ,ユッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
奥さん	名詞,一般,*,*,*,*,奥さん,オクサン,オクサン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
メイン	名詞,形容動詞語幹,*,*,*,*,メイン,メイン,メイン,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
そ	副詞,助詞類接続・短音化,*,*,*,*,そう,ソ,ソ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
絶対	副詞,一般,*,*,*,*,絶対,ゼッタイ,ゼッタイ,i
嬉しい	形容詞,自立,*,*,形容詞・イ段,基本形,嬉しい,ウレシイ,ウレシイ,i
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
嬉しい	形容詞,自立,*,*,形容詞・イ段,基本形,嬉しい,ウレシイ,ウレシイ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
いやー	感動詞,*,*,*,*,*,いやー,イヤー,イヤー,i
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,i
これから	副詞,助詞類接続,*,*,*,*,これから,コレカラ,コレカラ,i
キッチン	名詞,一般,*,*,*,*,キッチン,キッチン,キッチン,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
取り付け	動詞,自立,*,*,一段,連用形,取り付ける,トリツケ,トリツケ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
くれ	動詞,非自立,*,*,一段・クレル,連用形,くれる,クレ,クレ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
おん	動詞,自立,*,*,五段・ラ行撥音便,基本形,おる,オン,オン,i
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
S	名詞,一般,*,*,*,*,S,S,S,s
社	名詞,接尾,助数詞,*,*,*,社,シャ,シャ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
、	記号,読点,*,*,*,*,、,、,、,s
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
持っ	動詞,自立,*,*,五段・タ行,連用タ接続,持つ,モッ,モッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
かも	助詞,副助詞,*,*,*,*,かも,カモ,カモ,s
しれ	動詞,自立,*,*,一段,未然形,しれる,シレ,シレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
、	記号,読点,*,*,*,*,、,、,、,i
なるほど	感動詞,*,*,*,*,*,なるほど,ナルホド,ナルホド,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,i
やりがい	名詞,一般,*,*,*,*,やりがい,ヤリガイ,ヤリガイ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
やりがい	名詞,一般,*,*,*,*,やりがい,ヤリガイ,ヤリガイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
、	記号,読点,*,*,*,*,、,、,、,i
その	フィラー,*,*,*,*,*,その,ソノ,ソノ,i
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
個性	名詞,一般,*,*,*,*,個性,コセイ,コセイ,i
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
個性	名詞,一般,*,*,*,*,個性,コセイ,コセイ,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
個性	名詞,一般,*,*,*,*,個性,コセイ,コセイ,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
面白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,i
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
面白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
面白い	形容詞,自立,*,*,形容詞・アウオ段,基本形,面白い,オモシロイ,オモシロイ,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
若い	形容詞,自立,*,*,形容詞・アウオ段,基本形,若い,ワカイ,ワカイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
面白	名詞,一般,*,*,*,*,面白,オモシロ,オモシロ,i
エピソード	名詞,一般,*,*,*,*,エピソード,エピソード,エピソード,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
面白	名詞,一般,*,*,*,*,面白,オモシロ,オモシロ,s
エピソード	名詞,一般,*,*,*,*,エピソード,エピソード,エピソード,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
初めて	副詞,一般,*,*,*,*,初めて,ハジメテ,ハジメテ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
みんな	名詞,代名詞,一般,*,*,*,みんな,ミンナ,ミンナ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
背中	名詞,一般,*,*,*,*,背中,セナカ,セナカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
絵かき	名詞,一般,*,*,*,*,絵かき,エカキ,エカキ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
刺青	名詞,一般,*,*,*,*,刺青,イレズミ,イレズミ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,i
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
刺青	名詞,一般,*,*,*,*,刺青,イレズミ,イレズミ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
はいっ	動詞,自立,*,*,五段・ラ行,連用タ接続,はいる,ハイッ,ハイッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
龍	名詞,一般,*,*,*,*,龍,リュウ,リュー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
はあ	感動詞,*,*,*,*,*,はあ,ハア,ハー,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
うち	名詞,代名詞,一般,*,*,*,うち,ウチ,ウチ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
流行っ	動詞,自立,*,*,五段・ラ行,連用タ接続,流行る,ハヤッ,ハヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
