名前	名詞,一般,*,*,*,*,名前,ナマエ,ナマエ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,i
、	記号,読点,*,*,*,*,、,、,、,i
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
大きな	連体詞,*,*,*,*,*,大きな,オオキナ,オーキナ,i
差	名詞,一般,*,*,*,*,差,サ,サ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
EOS
確かに	感動詞,*,*,*,*,*,確かに,タシカニ,タシカニ,s
、	記号,読点,*,*,*,*,、,、,、,s
だって	接続詞,*,*,*,*,*,だって,ダッテ,ダッテ,s
寺	名詞,一般,*,*,*,*,寺,テラ,テラ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
正味	名詞,一般,*,*,*,*,正味,ショウミ,ショーミ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
思わ	動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
もん	助詞,終助詞,*,*,*,*,もん,モン,モン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
おー	感動詞,*,*,*,*,*,おー,オー,オー,s
、	記号,読点,*,*,*,*,、,、,、,s
すげー	感動詞,*,*,*,*,*,すげー,スゲー,スゲー,s
、	記号,読点,*,*,*,*,、,、,、,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
建て	動詞,自立,*,*,一段,連用形,建てる,タテ,タテ,s
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,s
かー	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カー,カー,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
ホーリー	名詞,形容動詞語幹,*,*,*,*,ホーリー,ホーリー,ホーリー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
実際	副詞,助詞類接続,*,*,*,*,実際,ジッサイ,ジッサイ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
で	助詞,終助詞,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
万	名詞,数,*,*,*,*,万,マン,マン,s
年	名詞,接尾,助数詞,*,*,*,年,ネン,ネン,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
千年	名詞,一般,*,*,*,*,千年,チトセ,チトセ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
千年	名詞,一般,*,*,*,*,千年,チトセ,チトセ,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
千年	名詞,一般,*,*,*,*,千年,チトセ,チトセ,s
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
前	名詞,副詞可能,*,*,*,*,前,マエ,マエ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
さあ	感動詞,*,*,*,*,*,さあ,サア,サー,s
、	記号,読点,*,*,*,*,、,、,、,s
建て	動詞,自立,*,*,一段,連用形,建てる,タテ,タテ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
凄い	形容詞,自立,*,*,形容詞・アウオ段,基本形,凄い,スゴイ,スゴイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
と	助詞,格助詞,引用,*,*,*,と,ト,ト,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
日本	名詞,固有名詞,地域,国,*,*,日本,ニッポン,ニッポン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
将来	名詞,副詞可能,*,*,*,*,将来,ショウライ,ショーライ,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
すん	動詞,自立,*,*,サ変・スル撥音便,基本形,する,スン,スン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
あの	フィラー,*,*,*,*,*,あの,アノ,アノ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
とにかく	副詞,一般,*,*,*,*,とにかく,トニカク,トニカク,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
やめ	動詞,自立,*,*,一段,連用形,やめる,ヤメ,ヤメ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
将来	名詞,副詞可能,*,*,*,*,将来,ショウライ,ショーライ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,ユウ,ユー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
EOS
いま	接頭詞,名詞接続,*,*,*,*,いま,イマ,イマ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
目標	名詞,一般,*,*,*,*,目標,モクヒョウ,モクヒョー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
無くっ	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,無い,ナクッ,ナクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
来	動詞,自立,*,*,カ変・来ル,連用形,来る,キ,キ,s
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,s
意味	名詞,サ変接続,*,*,*,*,意味,イミ,イミ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
分から	動詞,自立,*,*,五段・ラ行,未然形,分かる,ワカラ,ワカラ,s
んくっ	助動詞,*,*,*,特殊・ナイ,連用テ接続,ん,ンクッ,ンクッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一体	副詞,一般,*,*,*,*,一体,イッタイ,イッタイ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
わから	動詞,自立,*,*,五段・ラ行,未然形,わかる,ワカラ,ワカラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
しかも	接続詞,*,*,*,*,*,しかも,シカモ,シカモ,s
あまりに	副詞,助詞類接続,*,*,*,*,あまりに,アマリニ,アマリニ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
親	名詞,一般,*,*,*,*,親,オヤ,オヤ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
申し訳	名詞,ナイ形容詞語幹,*,*,*,*,申し訳,モウシワケ,モーシワケ,s
なくなっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なくなる,ナクナッ,ナクナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
き	動詞,非自立,*,*,カ変・クル,連用形,くる,キ,キ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
さ	助詞,終助詞,*,*,*,*,さ,サ,サ,s
、	記号,読点,*,*,*,*,、,、,、,s
ついに	副詞,一般,*,*,*,*,ついに,ツイニ,ツイニ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,s
しよ	動詞,自立,*,*,サ変・スル,未然ウ接続,する,シヨ,シヨ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
留学	名詞,サ変接続,*,*,*,*,留学,リュウガク,リューガク,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そのまま	副詞,一般,*,*,*,*,そのまま,ソノママ,ソノママ,s
フェードアウト	名詞,サ変接続,*,*,*,*,フェードアウト,フェードアウト,フェードアウト,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
、	記号,読点,*,*,*,*,、,、,、,s
そして	接続詞,*,*,*,*,*,そして,ソシテ,ソシテ,s
EOS
卒業	名詞,サ変接続,*,*,*,*,卒業,ソツギョウ,ソツギョー,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,s
、	記号,読点,*,*,*,*,、,、,、,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
すぐ	副詞,助詞類接続,*,*,*,*,すぐ,スグ,スグ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
六月	名詞,副詞可能,*,*,*,*,六月,ロクガツ,ロクガツ,s
くらい	形容詞,自立,*,*,形容詞・アウオ段,基本形,くらい,クライ,クライ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
出来る	動詞,自立,*,*,一段,基本形,出来る,デキル,デキル,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
なら	助動詞,*,*,*,特殊・ダ,仮定形,だ,ナラ,ナラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ガチ	名詞,形容動詞語幹,*,*,*,*,ガチ,ガチ,ガチ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
ガチ	名詞,形容動詞語幹,*,*,*,*,ガチ,ガチ,ガチ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
、	記号,読点,*,*,*,*,、,、,、,i
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
、	記号,読点,*,*,*,*,、,、,、,i
EOS
留年	名詞,サ変接続,*,*,*,*,留年,リュウネン,リューネン,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
だ	助動詞,*,*,*,特殊・ダ,基本形,だ,ダ,ダ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
留年	名詞,サ変接続,*,*,*,*,留年,リュウネン,リューネン,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
金	名詞,一般,*,*,*,*,金,キン,キン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
、	記号,読点,*,*,*,*,、,、,、,i
かかる	動詞,自立,*,*,五段・ラ行,基本形,かかる,カカル,カカル,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
奨学	名詞,一般,*,*,*,*,奨学,ショウガク,ショーガク,s
金	名詞,接尾,助数詞,*,*,*,金,キン,キン,s
もらっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
行ける	動詞,自立,*,*,一段,基本形,行ける,イケル,イケル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
どうせ	副詞,一般,*,*,*,*,どうせ,ドウセ,ドーセ,s
金	名詞,一般,*,*,*,*,金,キン,キン,s
返さ	動詞,自立,*,*,五段・サ行,未然形,返す,カエサ,カエサ,s
なら	動詞,非自立,*,*,五段・ラ行,未然形,なる,ナラ,ナラ,s
ん	助動詞,*,*,*,特殊・ナイ,基本形,ん,ン,ン,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
本気	名詞,一般,*,*,*,*,本気,ホンキ,ホンキ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,i
とる	動詞,非自立,*,*,五段・ラ行,基本形・縮約形,て＋おる,トル,トル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
嫌	名詞,形容動詞語幹,*,*,*,*,嫌,イヤ,イヤ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
疲れ	動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
走り	動詞,自立,*,*,五段・ラ行,連用形,走る,ハシリ,ハシリ,s
続け	動詞,非自立,*,*,一段,連用形,続ける,ツヅケ,ツズケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
若干	名詞,副詞可能,*,*,*,*,若干,ジャッカン,ジャッカン,s
、	記号,読点,*,*,*,*,、,、,、,s
疲れ	動詞,自立,*,*,一段,連用形,疲れる,ツカレ,ツカレ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
しまっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,しまう,シマッ,シマッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
EOS
ニュージー	名詞,固有名詞,地域,一般,*,*,ニュージー,ニュージー,ニュージー,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
居心地	名詞,一般,*,*,*,*,居心地,イゴコチ,イゴコチ,i
よかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,よい,ヨカッ,ヨカッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
せかせか	副詞,一般,*,*,*,*,せかせか,セカセカ,セカセカ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
苦手	名詞,形容動詞語幹,*,*,*,*,苦手,ニガテ,ニガテ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
たぶん	副詞,一般,*,*,*,*,たぶん,タブン,タブン,i
EOS
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
苦手	名詞,形容動詞語幹,*,*,*,*,苦手,ニガテ,ニガテ,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
すごい	形容詞,自立,*,*,形容詞・アウオ段,基本形,すごい,スゴイ,スゴイ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
せかせか	副詞,一般,*,*,*,*,せかせか,セカセカ,セカセカ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
とん	動詞,非自立,*,*,五段・ラ行撥音便,基本形・縮約形,て＋おる,トン,トン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
のんびり	副詞,助詞類接続,*,*,*,*,のんびり,ノンビリ,ノンビリ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
いっ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
のんびり	副詞,助詞類接続,*,*,*,*,のんびり,ノンビリ,ノンビリ,s
できん	動詞,自立,*,*,一段撥音便,基本形,できる,デキン,デキン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
こういう	連体詞,*,*,*,*,*,こういう,コウイウ,コーユウ,s
場所	名詞,一般,*,*,*,*,場所,バショ,バショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
いる	動詞,自立,*,*,一段,基本形,いる,イル,イル,s
と	助詞,接続助詞,*,*,*,*,と,ト,ト,s
、	記号,読点,*,*,*,*,、,、,、,s
すべて	名詞,副詞可能,*,*,*,*,すべて,スベテ,スベテ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
こう	副詞,助詞類接続,*,*,*,*,こう,コウ,コー,s
しょい込ん	動詞,自立,*,*,五段・マ行,連用タ接続,しょい込む,ショイコン,ショイコン,s
で	助詞,接続助詞,*,*,*,*,で,デ,デ,s
しまう	動詞,非自立,*,*,五段・ワ行促音便,基本形,しまう,シマウ,シマウ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まわり	名詞,一般,*,*,*,*,まわり,マワリ,マワリ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
影響	名詞,サ変接続,*,*,*,*,影響,エイキョウ,エイキョー,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
