はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あんなん	名詞,一般,副詞可能,*,*,*,あんなん,アンナン,アンナン,i
泥棒	名詞,一般,*,*,*,*,泥棒,ドロボウ,ドロボー,i
入ら	動詞,自立,*,*,五段・ラ行,未然形,入る,ハイラ,ハイラ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
一瞬	名詞,副詞可能,*,*,*,*,一瞬,イッシュン,イッシュン,i
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
あそこ	名詞,代名詞,一般,*,*,*,あそこ,アソコ,アソコ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
、	記号,読点,*,*,*,*,、,、,、,i
二	名詞,数,*,*,*,*,二,ニ,ニ,i
階	名詞,接尾,助数詞,*,*,*,階,カイ,カイ,i
怖	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,怖い,コワ,コワ,i
すぎ	動詞,自立,*,*,一段,連用形,すぎる,スギ,スギ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
し	助詞,接続助詞,*,*,*,*,し,シ,シ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
、	記号,読点,*,*,*,*,、,、,、,s
二	名詞,数,*,*,*,*,二,ニ,ニ,s
階	名詞,接尾,助数詞,*,*,*,階,カイ,カイ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
、	記号,読点,*,*,*,*,、,、,、,i
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
整理	名詞,サ変接続,*,*,*,*,整理,セイリ,セイリ,i
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
、	記号,読点,*,*,*,*,、,、,、,i
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
いける	動詞,非自立,*,*,一段,基本形,いける,イケル,イケル,i
クローゼット	名詞,一般,*,*,*,*,クローゼット,クローゼット,クローゼット,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
たんす	名詞,一般,*,*,*,*,たんす,タンス,タンス,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
箪笥	名詞,一般,*,*,*,*,箪笥,タンス,タンス,i
、	記号,読点,*,*,*,*,、,、,、,i
部屋	名詞,一般,*,*,*,*,部屋,ヘヤ,ヘヤ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
部屋	名詞,一般,*,*,*,*,部屋,ヘヤ,ヘヤ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
二	名詞,数,*,*,*,*,二,ニ,ニ,s
階	名詞,接尾,助数詞,*,*,*,階,カイ,カイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
いや	感動詞,*,*,*,*,*,いや,イヤ,イヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
一	名詞,数,*,*,*,*,一,イチ,イチ,i
階	名詞,接尾,助数詞,*,*,*,階,カイ,カイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
へん	名詞,非自立,一般,*,*,*,へん,ヘン,ヘン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
、	記号,読点,*,*,*,*,、,、,、,i
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
部屋	名詞,一般,*,*,*,*,部屋,ヘヤ,ヘヤ,i
らへん	名詞,接尾,一般,*,*,*,らへん,ラヘン,ラヘン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
ママ	名詞,一般,*,*,*,*,ママ,ママ,ママ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
部屋	名詞,一般,*,*,*,*,部屋,ヘヤ,ヘヤ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
手前	名詞,一般,*,*,*,*,手前,テマエ,テマエ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あれ	名詞,代名詞,一般,*,*,*,あれ,アレ,アレ,s
、	記号,読点,*,*,*,*,、,、,、,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
和室	名詞,一般,*,*,*,*,和室,ワシツ,ワシツ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
窓	名詞,一般,*,*,*,*,窓,マド,マド,s
開け	動詞,自立,*,*,一段,連用形,開ける,アケ,アケ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
話	名詞,サ変接続,*,*,*,*,話,ハナシ,ハナシ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
、	記号,読点,*,*,*,*,、,、,、,i
そこで	接続詞,*,*,*,*,*,そこで,ソコデ,ソコデ,i
おばあちゃん	名詞,一般,*,*,*,*,おばあちゃん,オバアチャン,オバアチャン,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
思いっきり	副詞,一般,*,*,*,*,思いっきり,オモイッキリ,オモイッキリ,i
こけ	動詞,自立,*,*,一段,連用形,こける,コケ,コケ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
事	名詞,非自立,一般,*,*,*,事,コト,コト,i
だけ	助詞,副助詞,*,*,*,*,だけ,ダケ,ダケ,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
わあ	助詞,終助詞,*,*,*,*,わ,ワア,ワー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
！	記号,一般,*,*,*,*,！,！,！,s
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もの	名詞,非自立,一般,*,*,*,もの,モノ,モノ,i
出そ	動詞,自立,*,*,五段・サ行,未然ウ接続,出す,ダソ,ダソ,i
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,i
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,i
、	記号,読点,*,*,*,*,、,、,、,i
重た	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,重たい,オモタ,オモタ,i
すぎ	動詞,自立,*,*,一段,連用形,すぎる,スギ,スギ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
こけ	動詞,自立,*,*,一段,連用形,こける,コケ,コケ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
大丈夫	名詞,形容動詞語幹,*,*,*,*,大丈夫,ダイジョウブ,ダイジョーブ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あたし	名詞,代名詞,一般,*,*,*,あたし,アタシ,アタシ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ちっちゃい	形容詞,自立,*,*,形容詞・アウオ段,基本形,ちっちゃい,チッチャイ,チッチャイ,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
でき	動詞,自立,*,*,一段,未然形,できる,デキ,デキ,i
ひん	助動詞,*,*,*,特殊・ナイ,基本形・母音調和,へん,ヒン,ヒン,i
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
大丈夫	名詞,形容動詞語幹,*,*,*,*,大丈夫,ダイジョウブ,ダイジョーブ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
、	記号,読点,*,*,*,*,、,、,、,s
ほんと	感動詞,*,*,*,*,*,ほんと,ホント,ホント,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あー	フィラー,*,*,*,*,*,あー,アー,アー,s
、	記号,読点,*,*,*,*,、,、,、,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,i
笑っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,笑う,ワラッ,ワラッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
全然	副詞,助詞類接続,*,*,*,*,全然,ゼンゼン,ゼンゼン,s
覚え	動詞,自立,*,*,一段,連用形,覚える,オボエ,オボエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
、	記号,読点,*,*,*,*,、,、,、,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
、	記号,読点,*,*,*,*,、,、,、,i
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,i
この	連体詞,*,*,*,*,*,この,コノ,コノ,i
へん	名詞,一般,*,*,*,*,へん,ヘン,ヘン,i
、	記号,読点,*,*,*,*,、,、,、,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,i
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ,i
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,i
草木	名詞,一般,*,*,*,*,草木,クサキ,クサキ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
生い茂っ	動詞,自立,*,*,五段・ラ行,連用タ接続,生い茂る,オイシゲッ,オイシゲッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
逆に	接続詞,*,*,*,*,*,逆に,ギャクニ,ギャクニ,i
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,i
暗い	形容詞,自立,*,*,形容詞・アウオ段,基本形,暗い,クライ,クライ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモウ,i
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,i
草木	名詞,一般,*,*,*,*,草木,クサキ,クサキ,i
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,i
生い茂っ	動詞,自立,*,*,五段・ラ行,連用タ接続,生い茂る,オイシゲッ,オイシゲッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
イメージ	名詞,サ変接続,*,*,*,*,イメージ,イメージ,イメージ,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
あ	感動詞,*,*,*,*,*,あ,ア,ア,i
、	記号,読点,*,*,*,*,、,、,、,i
竹	名詞,一般,*,*,*,*,竹,タケ,タケ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
暗く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,暗い,クラク,クラク,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,i
EOS
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
竹	名詞,一般,*,*,*,*,竹,タケ,タケ,s
、	記号,読点,*,*,*,*,、,、,、,s
よく	副詞,一般,*,*,*,*,よく,ヨク,ヨク,s
いっぱい	副詞,一般,*,*,*,*,いっぱい,イッパイ,イッパイ,s
生え	動詞,自立,*,*,一段,連用形,生える,ハエ,ハエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
竹藪	名詞,一般,*,*,*,*,竹藪,タケヤブ,タケヤブ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
確か	名詞,形容動詞語幹,*,*,*,*,確か,タシカ,タシカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
明るく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,明るい,アカルク,アカルク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
全体	名詞,副詞可能,*,*,*,*,全体,ゼンタイ,ゼンタイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もっと	副詞,一般,*,*,*,*,もっと,モット,モット,s
暗かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,暗い,クラカッ,クラカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
、	記号,読点,*,*,*,*,、,、,、,s
どこ	名詞,代名詞,一般,*,*,*,どこ,ドコ,ドコ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
界隈	名詞,一般,*,*,*,*,界隈,カイワイ,カイワイ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
やっぱり	副詞,一般,*,*,*,*,やっぱり,ヤッパリ,ヤッパリ,s
明るく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,明るい,アカルク,アカルク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
全て	名詞,副詞可能,*,*,*,*,全て,スベテ,スベテ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,i
、	記号,読点,*,*,*,*,、,、,、,i
お母さん	名詞,一般,*,*,*,*,お母さん,オカアサン,オカーサン,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,i
、	記号,読点,*,*,*,*,、,、,、,i
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,i
幼少	名詞,形容動詞語幹,*,*,*,*,幼少,ヨウショウ,ヨーショー,i
期	名詞,接尾,助数詞,*,*,*,期,キ,キ,i
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,i
ここ	名詞,代名詞,一般,*,*,*,ここ,ココ,ココ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
送っ	動詞,自立,*,*,五段・ラ行,連用タ接続,送る,オクッ,オクッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
けども	助詞,接続助詞,*,*,*,*,けども,ケドモ,ケドモ,i
、	記号,読点,*,*,*,*,、,、,、,i
どう	副詞,助詞類接続,*,*,*,*,どう,ドウ,ドー,i
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
あの	連体詞,*,*,*,*,*,あの,アノ,アノ,i
幼稚園	名詞,一般,*,*,*,*,幼稚園,ヨウチエン,ヨーチエン,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,i
小遣い	名詞,一般,*,*,*,*,小遣い,コヅカイ,コズカイ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,i
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なかっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
お	接頭詞,名詞接続,*,*,*,*,お,オ,オ,s
小遣い	名詞,一般,*,*,*,*,小遣い,コヅカイ,コズカイ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
小学校	名詞,一般,*,*,*,*,小学校,ショウガッコウ,ショーガッコー,i
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,i
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
そんなん	名詞,一般,副詞可能,*,*,*,そんなん,ソンナン,ソンナン,s
もらっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
覚え	動詞,自立,*,*,一段,未然形,覚える,オボエ,オボエ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
ねー	助詞,終助詞,*,*,*,*,ねー,ネー,ネー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
もらっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
ね	助詞,終助詞,*,*,*,*,ね,ネ,ネ,s
