はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
いっ	動詞,非自立,*,*,五段・カ行促音便,連用タ接続,いく,イッ,イッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そこ	名詞,代名詞,一般,*,*,*,そこ,ソコ,ソコ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
、	記号,読点,*,*,*,*,、,、,、,s
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
ホンマに	副詞,一般,*,*,*,*,ホンマに,ホンマニ,ホンマニ,s
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
クック	名詞,一般,*,*,*,*,クック,クック,クック,s
パッド	名詞,一般,*,*,*,*,パッド,パッド,パッド,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
のん	名詞,非自立,一般,*,*,*,のん,ノン,ノン,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
サイト	名詞,一般,*,*,*,*,サイト,サイト,サイト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
母親	名詞,一般,*,*,*,*,母親,ハハオヤ,ハハオヤ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
よく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,よい,ヨク,ヨク,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,s
、	記号,読点,*,*,*,*,、,、,、,s
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
レシピ	名詞,一般,*,*,*,*,レシピ,レシピ,レシピ,s
本	名詞,接尾,助数詞,*,*,*,本,ホン,ホン,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
もらっ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
よう	形容詞,自立,*,*,形容詞・アウオ段ウ音便,連用テ接続,よい,ヨウ,ヨー,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
魚	名詞,一般,*,*,*,*,魚,サカナ,サカナ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
さばき	動詞,自立,*,*,五段・カ行イ音便,連用形,さばく,サバキ,サバキ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
各自	名詞,副詞可能,*,*,*,*,各自,カクジ,カクジ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
これ	名詞,代名詞,一般,*,*,*,これ,コレ,コレ,s
まず	副詞,一般,*,*,*,*,まず,マズ,マズ,s
頭	名詞,一般,*,*,*,*,頭,アタマ,アタマ,s
落とし	動詞,自立,*,*,五段・サ行,連用形,落とす,オトシ,オトシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
三枚	名詞,一般,*,*,*,*,三枚,サンマイ,サンマイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
やり方	名詞,一般,*,*,*,*,やり方,ヤリカタ,ヤリカタ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
テレビ	名詞,一般,*,*,*,*,テレビ,テレビ,テレビ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
見	動詞,自立,*,*,一段,連用形,見る,ミ,ミ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
、	記号,読点,*,*,*,*,、,、,、,s
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
試し	動詞,自立,*,*,五段・サ行,連用形,試す,タメシ,タメシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
だから	接続詞,*,*,*,*,*,だから,ダカラ,ダカラ,s
入り	名詞,一般,*,*,*,*,入り,イリ,イリ,s
方	名詞,副詞可能,*,*,*,*,方,ホウ,ホー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
母親	名詞,一般,*,*,*,*,母親,ハハオヤ,ハハオヤ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
薄	接頭詞,名詞接続,*,*,*,*,薄,ウス,ウス,s
味	名詞,接尾,一般,*,*,*,味,アジ,アジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
思え	動詞,自立,*,*,一段,連用形,思える,オモエ,オモエ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
全部	名詞,副詞可能,*,*,*,*,全部,ゼンブ,ゼンブ,s
趣味	名詞,一般,*,*,*,*,趣味,シュミ,シュミ,s
、	記号,読点,*,*,*,*,、,、,、,s
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
関し	動詞,自立,*,*,五段・サ行,連用形,関す,カンシ,カンシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
音楽	名詞,一般,*,*,*,*,音楽,オンガク,オンガク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
正直	名詞,形容動詞語幹,*,*,*,*,正直,ショウジキ,ショージキ,s
、	記号,読点,*,*,*,*,、,、,、,s
自分	名詞,一般,*,*,*,*,自分,ジブン,ジブン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
関わっ	動詞,自立,*,*,五段・ラ行,連用タ接続,関わる,カカワッ,カカワッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,s
として	助詞,格助詞,連語,*,*,*,として,トシテ,トシテ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
、	記号,読点,*,*,*,*,、,、,、,s
コブ	名詞,一般,*,*,*,*,コブ,コブ,コブ,s
クロ	名詞,一般,*,*,*,*,クロ,クロ,クロ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
関し	動詞,自立,*,*,五段・サ行,連用形,関す,カンシ,カンシ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
父親	名詞,一般,*,*,*,*,父親,チチオヤ,チチオヤ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
、	記号,読点,*,*,*,*,、,、,、,s
料理	名詞,サ変接続,*,*,*,*,料理,リョウリ,リョーリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
関し	動詞,自立,*,*,五段・サ行,連用形,関す,カンシ,カンシ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
母親	名詞,一般,*,*,*,*,母親,ハハオヤ,ハハオヤ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
両親	名詞,一般,*,*,*,*,両親,リョウシン,リョーシン,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
関わり	動詞,自立,*,*,五段・ラ行,連用形,関わる,カカワリ,カカワリ,s
あん	動詞,非自立,*,*,五段・ラ行撥音便,基本形,ある,アン,アン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
なあ	助詞,終助詞,*,*,*,*,なあ,ナア,ナー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
思う	動詞,自立,*,*,五段・ワ行促音便,基本形,思う,オモウ,オモー,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
、	記号,読点,*,*,*,*,、,、,、,s
考え	動詞,自立,*,*,一段,連用形,考える,カンガエ,カンガエ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
間違い	名詞,ナイ形容詞語幹,*,*,*,*,間違い,マチガイ,マチガイ,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
、	記号,読点,*,*,*,*,、,、,、,i
間違い	名詞,ナイ形容詞語幹,*,*,*,*,間違い,マチガイ,マチガイ,i
ない	形容詞,自立,*,*,形容詞・アウオ段,基本形,ない,ナイ,ナイ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ご	接頭詞,名詞接続,*,*,*,*,ご,ゴ,ゴ,i
実家	名詞,一般,*,*,*,*,実家,ジッカ,ジッカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
仕事	名詞,サ変接続,*,*,*,*,仕事,シゴト,シゴト,i
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,i
さ	動詞,自立,*,*,サ変・スル,未然レル接続,する,サ,サ,i
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,i
、	記号,読点,*,*,*,*,、,、,、,i
ふん	感動詞,*,*,*,*,*,ふん,フン,フン,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
実家	名詞,一般,*,*,*,*,実家,ジッカ,ジッカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
父親	名詞,一般,*,*,*,*,父親,チチオヤ,チチオヤ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
ネジ	名詞,一般,*,*,*,*,ネジ,ネジ,ネジ,s
工場	名詞,一般,*,*,*,*,工場,コウジョウ,コージョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
経営	名詞,サ変接続,*,*,*,*,経営,ケイエイ,ケイエイ,s
者	名詞,一般,*,*,*,*,者,モノ,モノ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
東大阪	名詞,固有名詞,地域,一般,*,*,東大阪,ヒガシオオサカ,ヒガシオーサカ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
東大阪	名詞,固有名詞,地域,一般,*,*,東大阪,ヒガシオオサカ,ヒガシオーサカ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
方	名詞,非自立,一般,*,*,*,方,ホウ,ホー,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
会社	名詞,一般,*,*,*,*,会社,カイシャ,カイシャ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
花園	名詞,一般,*,*,*,*,花園,ハナゾノ,ハナゾノ,s
ラグビー	名詞,一般,*,*,*,*,ラグビー,ラグビー,ラグビー,s
場	名詞,一般,*,*,*,*,場,バ,バ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
近く	名詞,副詞可能,*,*,*,*,近く,チカク,チカク,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そこら	副詞,一般,*,*,*,*,そこら,ソコラ,ソコラ,s
へん	名詞,一般,*,*,*,*,へん,ヘン,ヘン,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
えっと	フィラー,*,*,*,*,*,えっと,エット,エット,s
工場	名詞,一般,*,*,*,*,工場,コウジョウ,コージョー,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
経営	名詞,サ変接続,*,*,*,*,経営,ケイエイ,ケイエイ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,s
ねん	助詞,終助詞,*,*,*,*,ねん,ネン,ネン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
工場	名詞,一般,*,*,*,*,工場,コウジョウ,コージョー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
正直	名詞,形容動詞語幹,*,*,*,*,正直,ショウジキ,ショージキ,s
、	記号,読点,*,*,*,*,、,、,、,s
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
代	名詞,一般,*,*,*,*,代,ダイ,ダイ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
始まっ	動詞,自立,*,*,五段・ラ行,連用タ接続,始まる,ハジマッ,ハジマッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
父親	名詞,一般,*,*,*,*,父親,チチオヤ,チチオヤ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
次男	名詞,一般,*,*,*,*,次男,ジナン,ジナン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
昔ながら	副詞,助詞類接続,*,*,*,*,昔ながら,ムカシナガラ,ムカシナガラ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
長男	名詞,一般,*,*,*,*,長男,チョウナン,チョーナン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
、	記号,読点,*,*,*,*,、,、,、,s
ＩＢＭ	名詞,固有名詞,組織,*,*,*,ＩＢＭ,アイビーエム,アイビーエム,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
？	記号,一般,*,*,*,*,？,？,？,s
EOS
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
ＩＢＭ	名詞,固有名詞,組織,*,*,*,ＩＢＭ,アイビーエム,アイビーエム,s
入っ	動詞,自立,*,*,五段・ラ行,連用タ接続,入る,ハイッ,ハイッ,s
とっ	動詞,非自立,*,*,五段・ラ行,連用タ接続・縮約形,て＋おる,トッ,トッ,s
てん	助動詞,*,*,*,特殊・タ,基本形,た,テン,テン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
おじいちゃん	名詞,一般,*,*,*,*,おじいちゃん,オジイチャン,オジーチャン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
まず	副詞,一般,*,*,*,*,まず,マズ,マズ,s
、	記号,読点,*,*,*,*,、,、,、,s
経営	名詞,サ変接続,*,*,*,*,経営,ケイエイ,ケイエイ,s
者	名詞,接尾,一般,*,*,*,者,シャ,シャ,s
ん	助詞,格助詞,一般,*,*,*,ん,ン,ン,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
三	名詞,数,*,*,*,*,三,サン,サン,s
人	名詞,接尾,助数詞,*,*,*,人,ニン,ニン,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
子供	名詞,一般,*,*,*,*,子供,コドモ,コドモ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
生まれ	動詞,自立,*,*,一段,連用形,生まれる,ウマレ,ウマレ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
わけ	名詞,非自立,一般,*,*,*,わけ,ワケ,ワケ,s
よ	助詞,終助詞,*,*,*,*,よ,ヨ,ヨ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
俺	名詞,代名詞,一般,*,*,*,俺,オレ,オレ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
真ん中	名詞,一般,*,*,*,*,真ん中,マンナカ,マンナカ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
兄貴	名詞,一般,*,*,*,*,兄貴,アニキ,アニキ,s
、	記号,読点,*,*,*,*,、,、,、,s
お父さん	名詞,一般,*,*,*,*,お父さん,オトウサン,オトーサン,s
、	記号,読点,*,*,*,*,、,、,、,s
んで	接続詞,*,*,*,*,*,んで,ンデ,ンデ,s
弟	名詞,一般,*,*,*,*,弟,オトウト,オトート,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
、	記号,読点,*,*,*,*,、,、,、,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
、	記号,読点,*,*,*,*,、,、,、,s
兄貴	名詞,一般,*,*,*,*,兄貴,アニキ,アニキ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
継ぐ	動詞,自立,*,*,五段・ガ行,基本形,継ぐ,ツグ,ツグ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
やん	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤン,ヤン,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
、	記号,読点,*,*,*,*,、,、,、,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
、	記号,読点,*,*,*,*,、,、,、,s
昔	名詞,副詞可能,*,*,*,*,昔,ムカシ,ムカシ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
風習	名詞,一般,*,*,*,*,風習,フウシュウ,フーシュー,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんじゃ	接続詞,*,*,*,*,*,ほんじゃ,ホンジャ,ホンジャ,s
、	記号,読点,*,*,*,*,、,、,、,s
兄貴	名詞,一般,*,*,*,*,兄貴,アニキ,アニキ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
