はい	感動詞,*,*,*,*,*,はい,ハイ,ハイ,i
EOS
うん	感動詞,*,*,*,*,*,うん,ウン,ウン,i
、	記号,読点,*,*,*,*,、,、,、,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
木曜日	名詞,副詞可能,*,*,*,*,木曜日,モクヨウビ,モクヨービ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
バトミントン	名詞,一般,*,*,*,*,バトミントン,バトミントン,バトミントン,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
で	接続詞,*,*,*,*,*,で,デ,デ,s
バトミントン	名詞,一般,*,*,*,*,バトミントン,バトミントン,バトミントン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
初めて	副詞,一般,*,*,*,*,初めて,ハジメテ,ハジメテ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
テニス	名詞,一般,*,*,*,*,テニス,テニス,テニス,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
バレー	名詞,一般,*,*,*,*,バレー,バレー,バレー,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
スイング	名詞,サ変接続,*,*,*,*,スイング,スイング,スイング,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
今度	名詞,副詞可能,*,*,*,*,今度,コンド,コンド,s
試合	名詞,サ変接続,*,*,*,*,試合,シアイ,シアイ,s
出し	動詞,自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もらえる	動詞,非自立,*,*,一段,基本形,もらえる,モラエル,モラエル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
友達	名詞,一般,*,*,*,*,友達,トモダチ,トモダチ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
一緒	名詞,サ変接続,*,*,*,*,一緒,イッショ,イッショ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
出	動詞,自立,*,*,一段,連用形,出る,デ,デ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
できれ	動詞,自立,*,*,一段,仮定形,できる,デキレ,デキレ,s
ば	助詞,接続助詞,*,*,*,*,ば,バ,バ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
上手い	形容詞,自立,*,*,形容詞・アウオ段,基本形,上手い,ウマイ,ウマイ,s
部	名詞,一般,*,*,*,*,部,ブ,ブ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
出	動詞,自立,*,*,一段,未然形,出る,デ,デ,s
られ	動詞,接尾,*,*,一段,未然形,られる,ラレ,ラレ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
初心者	名詞,一般,*,*,*,*,初心者,ショシンシャ,ショシンシャ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
部	名詞,一般,*,*,*,*,部,ブ,ブ,s
で	助動詞,*,*,*,特殊・ダ,連用形,だ,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
できる	動詞,自立,*,*,一段,基本形,できる,デキル,デキル,s
なら	接続詞,*,*,*,*,*,なら,ナラ,ナラ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
優勝	名詞,サ変接続,*,*,*,*,優勝,ユウショウ,ユーショー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
み	動詞,非自立,*,*,一段,連用形,みる,ミ,ミ,s
たい	助動詞,*,*,*,特殊・タイ,基本形,たい,タイ,タイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
気持ち	名詞,一般,*,*,*,*,気持ち,キモチ,キモチ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
毎日	名詞,副詞可能,*,*,*,*,毎日,マイニチ,マイニチ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
サーブ	名詞,サ変接続,*,*,*,*,サーブ,サーブ,サーブ,s
入ら	動詞,自立,*,*,五段・ラ行,未然形,入る,ハイラ,ハイラ,s
へん	助動詞,*,*,*,特殊・ナイ,基本形,へん,ヘン,ヘン,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
サーブ	名詞,サ変接続,*,*,*,*,サーブ,サーブ,サーブ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
何	名詞,代名詞,一般,*,*,*,何,ナニ,ナニ,s
回	名詞,接尾,助数詞,*,*,*,回,カイ,カイ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
練習	名詞,サ変接続,*,*,*,*,練習,レンシュウ,レンシュー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
やっと	副詞,一般,*,*,*,*,やっと,ヤット,ヤット,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
サーブ	名詞,サ変接続,*,*,*,*,サーブ,サーブ,サーブ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
入る	動詞,自立,*,*,五段・ラ行,基本形,入る,ハイル,ハイル,s
よう	名詞,非自立,助動詞語幹,*,*,*,よう,ヨウ,ヨー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
やった	感動詞,*,*,*,*,*,やった,ヤッタ,ヤッタ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
ばっか	助詞,副助詞,*,*,*,*,ばっか,バッカ,バッカ,s
です	助動詞,*,*,*,特殊・デス,基本形,です,デス,デス,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
、	記号,読点,*,*,*,*,、,、,、,i
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,i
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
、	記号,読点,*,*,*,*,、,、,、,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,i
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
、	記号,読点,*,*,*,*,、,、,、,i
例えば	接続詞,*,*,*,*,*,例えば,タトエバ,タトエバ,i
、	記号,読点,*,*,*,*,、,、,、,i
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,i
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
今	名詞,副詞可能,*,*,*,*,今,イマ,イマ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
バトミントン	名詞,一般,*,*,*,*,バトミントン,バトミントン,バトミントン,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ほんま	副詞,一般,*,*,*,*,ほんま,ホンマ,ホンマ,s
楽しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,楽しい,タノシク,タノシク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
言わ	動詞,自立,*,*,五段・ワ行促音便,未然形,言う,イワ,イワ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
やっぱ	副詞,一般,*,*,*,*,やっぱ,ヤッパ,ヤッパ,s
テニス	名詞,一般,*,*,*,*,テニス,テニス,テニス,s
部	名詞,接尾,助数詞,*,*,*,部,ブ,ブ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
、	記号,読点,*,*,*,*,、,、,、,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
泊まり	名詞,一般,*,*,*,*,泊まり,トマリ,トマリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行か	動詞,自立,*,*,五段・カ行促音便,未然形,行く,イカ,イカ,s
さし	動詞,接尾,*,*,五段・サ行,連用形,さす,サシ,サシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
もらっ	動詞,非自立,*,*,五段・ワ行促音便,連用タ接続,もらう,モラッ,モラッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
そういう	連体詞,*,*,*,*,*,そういう,ソウイウ,ソーユウ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
楽しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,楽しい,タノシク,タノシク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
いい	形容詞,自立,*,*,形容詞・イイ,基本形,いい,イイ,イー,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
ばっかり	助詞,副助詞,*,*,*,*,ばっかり,バッカリ,バッカリ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
甘え	動詞,自立,*,*,一段,連用形,甘える,アマエ,アマエ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
大福	名詞,一般,*,*,*,*,大福,ダイフク,ダイフク,s
行く	動詞,自立,*,*,五段・カ行促音便,基本形,行く,イク,イク,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
遠い	形容詞,自立,*,*,形容詞・アウオ段,基本形,遠い,トオイ,トーイ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
家	名詞,一般,*,*,*,*,家,イエ,イエ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
週	名詞,接尾,助数詞,*,*,*,週,シュウ,シュー,s
三	名詞,数,*,*,*,*,三,サン,サン,s
ぐらい	助詞,副助詞,*,*,*,*,ぐらい,グライ,グライ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
泊まり	動詞,自立,*,*,五段・ラ行,連用形,泊まる,トマリ,トマリ,s
込ん	動詞,自立,*,*,五段・マ行,連用タ接続,込む,コン,コン,s
だり	助詞,並立助詞,*,*,*,*,だり,ダリ,ダリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
ごめんなさい	感動詞,*,*,*,*,*,ごめんなさい,ゴメンナサイ,ゴメンナサイ,s
っ	感動詞,*,*,*,*,*,っ,ッ,ッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
っ	感動詞,*,*,*,*,*,っ,ッ,ッ,i
て	助詞,接続助詞,*,*,*,*,て,テ,テ,i
、	記号,読点,*,*,*,*,、,、,、,i
思っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,思う,オモッ,オモッ,i
てん	動詞,非自立,*,*,一段撥音便,基本形・縮約形,て＋いる,テン,テン,i
の	助詞,終助詞,*,*,*,*,の,ノ,ノ,i
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
へー	感動詞,*,*,*,*,*,へー,ヘー,ヘー,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
んー	フィラー,*,*,*,*,*,んー,ンー,ンー,i
なら	接続詞,*,*,*,*,*,なら,ナラ,ナラ,i
、	記号,読点,*,*,*,*,、,、,、,i
え	感動詞,*,*,*,*,*,え,エ,エ,i
、	記号,読点,*,*,*,*,、,、,、,i
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,i
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,i
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
だいぶ	副詞,一般,*,*,*,*,だいぶ,ダイブ,ダイブ,i
何人	名詞,一般,*,*,*,*,何人,ナニビト,ナニビト,i
くらい	助詞,副助詞,*,*,*,*,くらい,クライ,クライ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
どんな	連体詞,*,*,*,*,*,どんな,ドンナ,ドンナ,i
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,i
たち	名詞,接尾,一般,*,*,*,たち,タチ,タチ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えーっと	フィラー,*,*,*,*,*,えーっと,エーット,エーット,s
、	記号,読点,*,*,*,*,、,、,、,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
濃い	形容詞,自立,*,*,形容詞・アウオ段,基本形,濃い,コイ,コイ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
テニス	名詞,一般,*,*,*,*,テニス,テニス,テニス,s
部	名詞,接尾,助数詞,*,*,*,部,ブ,ブ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
みっちゃん	名詞,固有名詞,人名,名,*,*,みっちゃん,ミッチャン,ミッチャン,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
いう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
おっ	動詞,自立,*,*,五段・ラ行,連用タ接続,おる,オッ,オッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
はじめ	名詞,非自立,副詞可能,*,*,*,はじめ,ハジメ,ハジメ,s
から	助詞,格助詞,一般,*,*,*,から,カラ,カラ,s
初対面	名詞,一般,*,*,*,*,初対面,ショタイメン,ショタイメン,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
のに	助詞,接続助詞,*,*,*,*,のに,ノニ,ノニ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
来い	動詞,自立,*,*,カ変・来ル,命令ｉ,来る,コイ,コイ,s
来い	動詞,非自立,*,*,カ変・来ル,命令ｉ,来る,コイ,コイ,s
来い	動詞,非自立,*,*,カ変・来ル,命令ｉ,来る,コイ,コイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
を	助詞,格助詞,一般,*,*,*,を,ヲ,ヲ,s
出し	動詞,自立,*,*,五段・サ行,連用形,出す,ダシ,ダシ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
、	記号,読点,*,*,*,*,、,、,、,s
濃	形容詞,自立,*,*,形容詞・アウオ段,ガル接続,濃い,コ,コ,s
すぎ	動詞,自立,*,*,一段,連用形,すぎる,スギ,スギ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
週	名詞,一般,*,*,*,*,週,シュウ,シュー,s
、	記号,読点,*,*,*,*,、,、,、,s
ほぼ	副詞,一般,*,*,*,*,ほぼ,ホボ,ホボ,s
毎日	名詞,副詞可能,*,*,*,*,毎日,マイニチ,マイニチ,s
ずっと	副詞,一般,*,*,*,*,ずっと,ズット,ズット,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
ら	名詞,接尾,一般,*,*,*,ら,ラ,ラ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
喋っ	動詞,自立,*,*,五段・ラ行,連用タ接続,喋る,シャベッ,シャベッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
、	記号,読点,*,*,*,*,、,、,、,s
もう	副詞,一般,*,*,*,*,もう,モウ,モー,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
楽しく	形容詞,自立,*,*,形容詞・イ段,連用テ接続,楽しい,タノシク,タノシク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
しゃあなく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,しゃあない,シャアナク,シャーナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,i
、	記号,読点,*,*,*,*,、,、,、,i
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
ええ	形容詞,自立,*,*,形容詞・イイ,基本形,いい,エエ,エー,i
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,i
。	記号,句点,*,*,*,*,。,。,。,i
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
他	名詞,副詞可能,*,*,*,*,他,ホカ,ホカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
テニス	名詞,一般,*,*,*,*,テニス,テニス,テニス,s
部	名詞,接尾,助数詞,*,*,*,部,ブ,ブ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
部長	名詞,一般,*,*,*,*,部長,ブチョウ,ブチョー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
ミッキー	名詞,固有名詞,人名,名,*,*,ミッキー,ミッキー,ミッキー,s
さん	名詞,接尾,人名,*,*,*,さん,サン,サン,s
て	助詞,格助詞・縮約形,引用,*,*,*,って,テ,テ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
ものすごく	副詞,一般,*,*,*,*,ものすごく,モノスゴク,モノスゴク,s
律義	名詞,形容動詞語幹,*,*,*,*,律義,リチギ,リチギ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
最近	名詞,副詞可能,*,*,*,*,最近,サイキン,サイキン,s
