では	接続詞,*,*,*,*,*,では,デハ,デワ,i
ライトアップ	名詞,一般,*,*,*,*,ライトアップ,ライトアップ,ライトアップ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
やっ	動詞,自立,*,*,五段・ラ行,連用タ接続,やる,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
学校	名詞,一般,*,*,*,*,学校,ガッコウ,ガッコー,s
帰り	名詞,一般,*,*,*,*,帰り,カエリ,カエリ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
行っ	動詞,自立,*,*,五段・カ行促音便,連用タ接続,行く,イッ,イッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
もう	副詞,一般,*,*,*,*,もう,モウ,モー,i
わざわざ	副詞,助詞類接続,*,*,*,*,わざわざ,ワザワザ,ワザワザ,i
休み	名詞,一般,*,*,*,*,休み,ヤスミ,ヤスミ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
日	名詞,非自立,副詞可能,*,*,*,日,ヒ,ヒ,i
まで	助詞,副助詞,*,*,*,*,まで,マデ,マデ,i
人	名詞,一般,*,*,*,*,人,ヒト,ヒト,i
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,i
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,i
行き	動詞,自立,*,*,五段・カ行促音便,連用形,行く,イキ,イキ,i
たく	助動詞,*,*,*,特殊・タイ,連用テ接続,たい,タク,タク,i
ない	助動詞,*,*,*,特殊・ナイ,基本形,ない,ナイ,ナイ,i
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,i
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
せ	副詞,助詞類接続・短音化,*,*,*,*,そう,セ,セ,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
行こ	動詞,自立,*,*,五段・カ行促音便,未然ウ接続,行く,イコ,イコ,s
う	助動詞,*,*,*,不変化型,基本形,う,ウ,ウ,s
と	助詞,格助詞,一般,*,*,*,と,ト,ト,s
思わ	動詞,自立,*,*,五段・ワ行促音便,未然形,思う,オモワ,オモワ,s
んかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ん,ンカッ,ンカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
じゃあ	接続詞,*,*,*,*,*,じゃあ,ジャア,ジャー,i
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,i
も	助詞,係助詞,*,*,*,*,も,モ,モ,i
京都	名詞,固有名詞,一般,*,*,*,京都,キョウト,キョート,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
京都	名詞,固有名詞,一般,*,*,*,京都,キョウト,キョート,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,i
時代	名詞,一般,*,*,*,*,時代,ジダイ,ジダイ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,i
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,i
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
大学	名詞,一般,*,*,*,*,大学,ダイガク,ダイガク,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
楽しい	形容詞,自立,*,*,形容詞・イ段,基本形,楽しい,タノシイ,タノシイ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
、	記号,読点,*,*,*,*,、,、,、,s
小中高	名詞,一般,*,*,*,*,小中高,ショウチュウコウ,ショーチューコー,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
なか	名詞,非自立,副詞可能,*,*,*,なか,ナカ,ナカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
一番	名詞,副詞可能,*,*,*,*,一番,イチバン,イチバン,s
楽しかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,楽しい,タノシカッ,タノシカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
何で	副詞,一般,*,*,*,*,何で,ナンデ,ナンデ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
の	名詞,非自立,一般,*,*,*,の,ノ,ノ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
ある	動詞,自立,*,*,五段・ラ行,基本形,ある,アル,アル,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
留学	名詞,サ変接続,*,*,*,*,留学,リュウガク,リューガク,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
や	助動詞,*,*,*,特殊・ヤ,基本形,や,ヤ,ヤ,s
なー	助詞,終助詞,*,*,*,*,なー,ナー,ナー,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
中学校	名詞,一般,*,*,*,*,中学校,チュウガッコウ,チューガッコー,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
比べ	動詞,自立,*,*,一段,連用形,比べる,クラベ,クラベ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
すごい	副詞,一般,*,*,*,*,すごい,スゴイ,スゴイ,s
自由	名詞,形容動詞語幹,*,*,*,*,自由,ジユウ,ジユー,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
高校	名詞,一般,*,*,*,*,高校,コウコウ,コーコー,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
しかも	接続詞,*,*,*,*,*,しかも,シカモ,シカモ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
やんちゃ	名詞,形容動詞語幹,*,*,*,*,やんちゃ,ヤンチャ,ヤンチャ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
子	名詞,一般,*,*,*,*,子,コ,コ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
多かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,多い,オオカッ,オーカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
大きかっ	形容詞,自立,*,*,形容詞・イ段,連用タ接続,大きい,オオキカッ,オーキカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,i
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,i
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
、	記号,読点,*,*,*,*,、,、,、,s
うーん	感動詞,*,*,*,*,*,うーん,ウーン,ウーン,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
い	動詞,自立,*,*,一段,連用形,いる,イ,イ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
時	名詞,非自立,副詞可能,*,*,*,時,トキ,トキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
強かっ	形容詞,自立,*,*,形容詞・アウオ段,連用タ接続,強い,ツヨカッ,ツヨカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
めっちゃ	副詞,一般,*,*,*,*,めっちゃ,メッチャ,メッチャ,s
怒ら	動詞,自立,*,*,五段・ラ行,未然形,怒る,オコラ,オコラ,s
れ	動詞,接尾,*,*,一段,連用形,れる,レ,レ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
てか	接続詞,*,*,*,*,*,てか,テカ,テカ,s
、	記号,読点,*,*,*,*,、,、,、,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
喧嘩	名詞,サ変接続,*,*,*,*,喧嘩,ケンカ,ケンカ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
多い	形容詞,自立,*,*,形容詞・アウオ段,基本形,多い,オオイ,オーイ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
ので	助詞,接続助詞,*,*,*,*,ので,ノデ,ノデ,s
揉め	動詞,自立,*,*,一段,連用形,揉める,モメ,モメ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,i
と	助詞,格助詞,一般,*,*,*,と,ト,ト,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
とも	助詞,副助詞,*,*,*,*,とも,トモ,トモ,s
揉め	動詞,自立,*,*,一段,連用形,揉める,モメ,モメ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
、	記号,読点,*,*,*,*,、,、,、,s
仲	名詞,一般,*,*,*,*,仲,ナカ,ナカ,s
悪く	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,悪い,ワルク,ワルク,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それで	接続詞,*,*,*,*,*,それで,ソレデ,ソレデ,s
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
えー	フィラー,*,*,*,*,*,えー,エー,エー,s
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やろ	助動詞,*,*,*,特殊・ヤ,未然形,や,ヤロ,ヤロ,s
、	記号,読点,*,*,*,*,、,、,、,s
思い出	名詞,一般,*,*,*,*,思い出,オモイデ,オモイデ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
揉める	動詞,自立,*,*,一段,基本形,揉める,モメル,モメル,i
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,i
ゆう	動詞,自立,*,*,五段・ワ行ウ音便,連用タ接続,いう,ユウ,ユー,i
たら	助動詞,*,*,*,特殊・タ,仮定形,た,タラ,タラ,i
どんなん	名詞,一般,副詞可能,*,*,*,どんなん,ドンナン,ドンナン,i
で	助詞,格助詞,一般,*,*,*,で,デ,デ,i
揉める	動詞,自立,*,*,一段,基本形,揉める,モメル,モメル,i
ん	助詞,終助詞,*,*,*,*,ん,ン,ン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
なん	名詞,代名詞,一般,*,*,*,なん,ナン,ナン,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
しょうもない	形容詞,自立,*,*,形容詞・アウオ段,基本形,しょうもない,ショウモナイ,ショーモナイ,s
こと	名詞,非自立,一般,*,*,*,こと,コト,コト,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
そんな	連体詞,*,*,*,*,*,そんな,ソンナ,ソンナ,s
なんか	助詞,副助詞,*,*,*,*,なんか,ナンカ,ナンカ,s
、	記号,読点,*,*,*,*,、,、,、,s
そら	名詞,代名詞・縮約形,*,*,*,*,それは,ソラ,ソラ,s
そう	副詞,助詞類接続,*,*,*,*,そう,ソウ,ソー,s
なる	動詞,自立,*,*,五段・ラ行,基本形,なる,ナル,ナル,s
わ	助詞,終助詞,*,*,*,*,わ,ワ,ワ,s
って	助詞,格助詞,引用,*,*,*,って,ッテ,ッテ,s
ゆう	動詞,自立,*,*,五段・ワ行促音便,基本形,いう,イウ,イウ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
ほんまに	副詞,一般,*,*,*,*,ほんまに,ホンマニ,ホンマニ,s
しょうもない	形容詞,自立,*,*,形容詞・アウオ段,基本形,しょうもない,ショウモナイ,ショーモナイ,s
喧嘩	名詞,サ変接続,*,*,*,*,喧嘩,ケンカ,ケンカ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
揉め	動詞,自立,*,*,一段,連用形,揉める,モメ,モメ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
それ	名詞,代名詞,一般,*,*,*,それ,ソレ,ソレ,s
か	助詞,副助詞／並立助詞／終助詞,*,*,*,*,か,カ,カ,s
なんか	フィラー,*,*,*,*,*,なんか,ナンカ,ナンカ,s
一時期	名詞,副詞可能,*,*,*,*,一時期,イチジキ,イチジキ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
同士	名詞,一般,*,*,*,*,同士,ドウシ,ドーシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
付き合っ	動詞,自立,*,*,五段・ワ行促音便,連用タ接続,付き合う,ツキアッ,ツキアッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
で	接続詞,*,*,*,*,*,で,デ,デ,s
、	記号,読点,*,*,*,*,、,、,、,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
同士	名詞,一般,*,*,*,*,同士,ドウシ,ドーシ,s
が	助詞,格助詞,一般,*,*,*,が,ガ,ガ,s
めちゃめちゃ	副詞,一般,*,*,*,*,めちゃめちゃ,メチャメチャ,メチャメチャ,s
練習	名詞,サ変接続,*,*,*,*,練習,レンシュウ,レンシュー,s
し	動詞,自立,*,*,サ変・スル,連用形,する,シ,シ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
る	動詞,非自立,*,*,一段,基本形,る,ル,ル,s
とこ	名詞,一般,*,*,*,*,とこ,トコ,トコ,s
でも	助詞,副助詞,*,*,*,*,でも,デモ,デモ,s
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,s
なく	形容詞,自立,*,*,形容詞・アウオ段,連用テ接続,ない,ナク,ナク,s
イチャイチャ	副詞,一般,*,*,*,*,イチャイチャ,イチャイチャ,イチャイチャ,s
する	動詞,自立,*,*,サ変・スル,基本形,する,スル,スル,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
ちょっと	副詞,助詞類接続,*,*,*,*,ちょっと,チョット,チョット,s
問題	名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
なっ	動詞,自立,*,*,五段・ラ行,連用タ接続,なる,ナッ,ナッ,s
たり	助詞,並立助詞,*,*,*,*,たり,タリ,タリ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
あと	名詞,一般,*,*,*,*,あと,アト,アト,s
はー	感動詞,*,*,*,*,*,はー,ハア,ハー,s
、	記号,読点,*,*,*,*,、,、,、,s
でも	接続詞,*,*,*,*,*,でも,デモ,デモ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
男女	名詞,一般,*,*,*,*,男女,ダンジョ,ダンジョ,s
おんなじ	連体詞,*,*,*,*,*,おんなじ,オンナジ,オンナジ,s
部活	名詞,一般,*,*,*,*,部活,ブカツ,ブカツ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
別々	名詞,形容動詞語幹,*,*,*,*,別々,ベツベツ,ベツベツ,s
じゃ	助動詞,*,*,*,特殊・ジャ,未然形,じゃ,ジャ,ジャ,s
なく	助動詞,*,*,*,特殊・ナイ,連用テ接続,ない,ナク,ナク,s
て	助詞,接続助詞,*,*,*,*,て,テ,テ,s
その	連体詞,*,*,*,*,*,その,ソノ,ソノ,s
、	記号,読点,*,*,*,*,、,、,、,s
卓球	名詞,サ変接続,*,*,*,*,卓球,タッキュウ,タッキュー,s
部	名詞,接尾,助数詞,*,*,*,部,ブ,ブ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
一つ	名詞,一般,*,*,*,*,一つ,ヒトツ,ヒトツ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
から	助詞,接続助詞,*,*,*,*,から,カラ,カラ,s
結構	副詞,一般,*,*,*,*,結構,ケッコウ,ケッコー,s
男女	名詞,一般,*,*,*,*,男女,ダンジョ,ダンジョ,s
関係	名詞,サ変接続,*,*,*,*,関係,カンケイ,カンケイ,s
の	助詞,格助詞,一般,*,*,*,の,ノ,ノ,s
問題	名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
も	助詞,係助詞,*,*,*,*,も,モ,モ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
里花	名詞,固有名詞,人名,名,*,*,里花,リカ,リカ,i
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,i
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,i
たん	助動詞,*,*,*,特殊・タ,基本形,たん,タン,タン,i
？	記号,一般,*,*,*,*,？,？,？,i
EOS
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
一方	名詞,非自立,副詞可能,*,*,*,一方,イッポウ,イッポー,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
、	記号,読点,*,*,*,*,、,、,、,s
一方	接続詞,*,*,*,*,*,一方,イッポウ,イッポー,s
的	名詞,接尾,形容動詞語幹,*,*,*,的,テキ,テキ,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
ってか	接続詞,*,*,*,*,*,ってか,ッテカ,ッテカ,s
、	記号,読点,*,*,*,*,、,、,、,s
私	名詞,代名詞,一般,*,*,*,私,ワタシ,ワタシ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
問題	名詞,ナイ形容詞語幹,*,*,*,*,問題,モンダイ,モンダイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
なかっ	助動詞,*,*,*,特殊・ナイ,連用タ接続,ない,ナカッ,ナカッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
けど	接続詞,*,*,*,*,*,けど,ケド,ケド,s
普通	名詞,形容動詞語幹,*,*,*,*,普通,フツウ,フツー,s
に	助詞,格助詞,一般,*,*,*,に,ニ,ニ,s
仲良い	形容詞,自立,*,*,形容詞・アウオ段,基本形,仲良い,ナカヨイ,ナカヨイ,s
感じ	名詞,一般,*,*,*,*,感じ,カンジ,カンジ,s
やっ	助動詞,*,*,*,特殊・ヤ,連用タ接続,や,ヤッ,ヤッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
し	助詞,接続助詞,*,*,*,*,し,シ,シ,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
先輩	名詞,一般,*,*,*,*,先輩,センパイ,センパイ,s
とか	助詞,並立助詞,*,*,*,*,とか,トカ,トカ,s
で	助詞,格助詞,一般,*,*,*,で,デ,デ,s
かっこいい	形容詞,自立,*,*,不変化型,基本形,かっこいい,カッコイイ,カッコイー,s
な	助詞,終助詞,*,*,*,*,な,ナ,ナ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
な	助動詞,*,*,*,特殊・ダ,体言接続,だ,ナ,ナ,s
ん	名詞,非自立,一般,*,*,*,ん,ン,ン,s
は	助詞,係助詞,*,*,*,*,は,ハ,ワ,s
あっ	動詞,自立,*,*,五段・ラ行,連用タ接続,ある,アッ,アッ,s
た	助動詞,*,*,*,特殊・タ,基本形,た,タ,タ,s
けど	助詞,接続助詞,*,*,*,*,けど,ケド,ケド,s
。	記号,句点,*,*,*,*,。,。,。,s
EOS
まあ	フィラー,一般,*,*,*,*,まあ,マア,マー,s
別に	副詞,一般,*,*,*,*,別に,ベツニ,ベツニ,s
そんなに	副詞,一般,*,*,*,*,そんなに,ソンナニ,ソンナニ,s
大	接頭詞,名詞接続,*,*,*,*,大,ダイ,ダイ,s
恋愛	名詞,サ変接続,*,*,*,*,恋愛,レンアイ,レンアイ,s
みたい	名詞,非自立,形容動詞語幹,*,*,*,みたい,ミタイ,ミタイ,s
